overall_rank,player_id,player_display_name,position,primary_team_2025,predicted_2026_fantasy_points_ppr,prediction_interval_low,prediction_interval_high,replacement_points,vorp,vorp_low,vorp_high,auction_value,adp,adp_formatted,adp_overall_rank,edge_vs_adp,bye,adp_total_drafts,adp_window_end,is_rookie_projection
1,00-0039075,Puka Nacua,WR,LA,309.359435176,229.35605925,389.362811102,134.583314587,174.776120589,94.772744663,254.779496515,99,2.6,1.03,3,2,11,943,2026-07-04,False
2,00-0038542,Bijan Robinson,RB,ATL,299.125182964,205.200885687,393.049480242,128.207979266,170.917203698,76.992906421,264.841500976,97,1.5,1.02,1,-1,11,943,2026-07-04,False
3,00-0038543,Jaxon Smith-Njigba,WR,SEA,300.227798481,215.709639027,384.745957935,134.583314587,165.644483894,81.12632444,250.162643348,94,5.9,1.06,6,3,11,943,2026-07-04,False
4,00-0039139,Jahmyr Gibbs,RB,DET,280.738719951,195.661848947,365.815590956,128.207979266,152.530740685,67.453869681,237.60761169,87,1.9,1.02,2,-2,6,943,2026-07-04,False
5,00-0036900,Ja'Marr Chase,WR,CIN,282.231383012,198.95503244,365.507733584,134.583314587,147.648068425,64.371717853,230.924418997,84,3.7,1.04,4,-1,6,943,2026-07-04,False
6,00-0033280,Christian McCaffrey,RB,SF,268.921501629,168.394518085,369.448485172,128.207979266,140.713522363,40.186538819,241.240505906,80,4.9,1.05,5,-1,8,943,2026-07-04,False
7,00-0036963,Amon-Ra St. Brown,WR,DET,266.122110541,188.694482475,343.549738608,134.583314587,131.538795954,54.111167888,208.966424021,75,7.2,1.07,7,0,6,943,2026-07-04,False
8,00-0039040,De'Von Achane,RB,MIA,256.844610026,179.96110158,333.728118473,128.207979266,128.63663076,51.753122314,205.520139207,73,9.4,1.09,9,1,6,943,2026-07-04,False
9,00-0037744,Trey McBride,TE,ARI,253.084877798,171.131309088,335.038446509,128.111253946,124.973623852,43.020055142,206.927192563,71,27.4,3.03,28,19,14,943,2026-07-04,False
10,00-0036223,Jonathan Taylor,RB,IND,243.580348629,165.638633407,321.522063851,128.207979266,115.372369363,37.430654141,193.314084585,66,7.4,1.07,8,-2,13,943,2026-07-04,False
11,00-0037248,James Cook,RB,BUF,239.723405454,160.715901611,318.730909297,128.207979266,111.515426188,32.507922345,190.522930031,64,13.9,2.02,14,3,7,943,2026-07-04,False
12,00-0037247,George Pickens,WR,DAL,240.144393896,163.336894961,316.951892832,134.583314587,105.561079309,28.753580374,182.368578245,60,16.7,2.05,19,7,14,943,2026-07-04,False
13,00-0039851,Drake Maye,QB,NE,304.494317125,223.780563671,385.208070579,227.064343853,77.429973272,-3.283780182,158.143726726,44,63.2,6.03,65,52,11,943,2026-07-04,False
14,00-0041027,Jeremiyah Love,RB,ARI,205.62866956,148.30402008,263.585099387,128.207979266,77.420690294,20.096040814,135.377120121,44,21.6,2.1,22,8,14,943,2026-07-04,True
15,00-0039064,Zay Flowers,WR,BAL,205.654751869,127.296430806,284.013072932,134.583314587,71.071437282,-7.286883781,149.429758345,41,26.4,3.02,25,10,13,943,2026-07-04,False
16,00-0032764,Derrick Henry,RB,BAL,198.854090777,123.04502507,274.663156484,128.207979266,70.646111511,-5.162954196,146.455177218,41,15.7,2.04,17,1,13,943,2026-07-04,False
17,00-0034857,Josh Allen,QB,BUF,297.48066347,217.495979488,377.465347452,227.064343853,70.416319617,-9.568364365,150.401003599,41,28.8,3.05,29,12,7,943,2026-07-04,False
18,00-0036358,CeeDee Lamb,WR,DAL,203.882838937,127.163281805,280.602396068,134.583314587,69.29952435,-7.420032782,146.019081481,40,10.6,1.11,11,-7,14,943,2026-07-04,False
19,00-0037840,Kyren Williams,RB,LA,195.82680647,119.674987353,271.978625587,128.207979266,67.618827204,-8.532991913,143.770646321,39,32.7,3.09,35,16,11,943,2026-07-04,False
20,00-0038597,Chase Brown,RB,CIN,192.388110277,114.089160648,270.687059906,128.207979266,64.180131011,-14.118818618,142.47908064,37,15.4,2.03,16,-4,6,943,2026-07-04,False
21,00-0037239,Chris Olave,WR,NO,194.761200626,118.043481945,271.478919308,134.583314587,60.177886039,-16.539832642,136.895604721,35,19.7,2.08,20,-1,8,943,2026-07-04,False
22,00-0037238,Drake London,WR,ATL,194.157212615,115.792786909,272.521638321,134.583314587,59.573898028,-18.790527678,137.938323734,34,12.7,2.01,13,-9,11,943,2026-07-04,False
23,00-0037240,Jameson Williams,WR,DET,193.391579199,116.351126552,270.432031847,134.583314587,58.808264612,-18.232188035,135.84871726,34,49.8,5.02,52,29,6,943,2026-07-04,False
24,00-0039338,Brock Bowers,TE,LV,186.695803917,101.820717865,271.570889969,128.111253946,58.584549971,-26.290536081,143.459636023,34,35.5,3.12,37,13,13,943,2026-07-04,False
25,00-0036554,Nico Collins,WR,HOU,192.938896031,116.41890375,269.458888312,134.583314587,58.355581444,-18.164410837,134.875573725,34,24.6,3.01,24,-1,8,943,2026-07-04,False
26,00-0038120,Breece Hall,RB,NYJ,185.112469253,108.512448694,261.712489811,128.207979266,56.904489987,-19.695530572,133.504510545,33,29.3,3.05,33,7,13,943,2026-07-04,False
27,00-0036275,D'Andre Swift,RB,CHI,181.114794793,104.842445401,257.387144186,128.207979266,52.906815527,-23.365533865,129.17916492,31,48.4,4.12,50,23,10,943,2026-07-04,False
28,00-0035676,A.J. Brown,WR,PHI,182.96727662,105.786879915,260.147673324,134.583314587,48.383962033,-28.796434672,125.564358737,28,15,2.03,15,-13,11,943,2026-07-04,False
29,00-0036973,Travis Etienne,RB,JAX,176.402426063,99.882815699,252.922036427,128.207979266,48.194446797,-28.325163567,124.714057161,28,38.5,4.02,40,11,8,943,2026-07-04,False
30,00-0036912,DeVonta Smith,WR,PHI,178.663638603,99.9099825874,257.417294618,134.583314587,44.080324016,-34.6733319996,122.833980031,26,29,3.05,31,1,10,943,2026-07-04,False
31,00-0034844,Saquon Barkley,RB,PHI,169.646179389,88.7346297477,250.557729031,128.207979266,41.438200123,-39.4733495183,122.349749765,24,20,2.08,21,-10,10,943,2026-07-04,False
32,00-0038117,Wan'Dale Robinson,WR,NYG,175.798259285,99.5437058779,252.052812693,134.583314587,41.214944698,-35.0396087091,117.469498106,24,90.1,8.06,92,60,9,943,2026-07-04,False
33,00-0036970,Kyle Pitts,TE,ATL,167.614987544,91.4900392587,243.73993583,128.111253946,39.503733598,-36.6212146873,115.628681884,23,88.1,8.04,91,58,11,943,2026-07-04,False
34,00-0039732,Bo Nix,QB,DEN,265.92210315,188.372723226,343.471483074,227.064343853,38.857759297,-38.691620627,116.407139221,23,113.9,10.06,117,83,10,943,2026-07-04,False
35,00-0036410,Tee Higgins,WR,CIN,172.035673538,95.5377634269,248.533583649,134.583314587,37.452358951,-39.0455511601,113.950269062,22,28.9,3.05,30,-5,6,943,2026-07-04,False
36,00-0036997,Javonte Williams,RB,DAL,165.649637904,87.5002132015,243.799062606,128.207979266,37.441658638,-40.7077660645,115.59108334,22,34.1,3.1,36,0,14,943,2026-07-04,False
37,00-0039915,Ladd McConkey,WR,LAC,170.962371789,91.9638091436,249.960934434,134.583314587,36.379057202,-42.6195054434,115.377619847,21,37.2,4.01,39,2,7,943,2026-07-04,False
38,00-0035700,Josh Jacobs,RB,GB,163.328744999,83.8993762809,242.758113717,128.207979266,35.120765733,-44.3086029851,114.550134451,21,29.1,3.05,32,-6,11,943,2026-07-04,False
39,00-0040124,Tetairoa McMillan,WR,CAR,169.102787052,89.3581554871,248.847418618,134.583314587,34.519472465,-45.2251590999,114.264104031,20,32.1,3.08,34,-5,5,943,2026-07-04,False
40,00-0034348,Courtland Sutton,WR,DEN,168.99169563,92.4330108108,245.550380449,134.583314587,34.408381043,-42.1503037762,110.967065862,20,70.1,6.1,70,30,10,943,2026-07-04,False
41,00-0036322,Justin Jefferson,WR,MIN,168.402985466,83.6517811461,253.154189786,134.583314587,33.819670879,-50.9315334409,118.570875199,20,10.3,1.1,10,-31,6,943,2026-07-04,False
42,00-0039893,Brian Thomas Jr.,WR,JAX,168.333160805,89.1886574037,247.477664206,134.583314587,33.749846218,-45.3946571833,112.894349619,20,83.6,7.12,85,43,7,943,2026-07-04,False
43,00-0036139,Rico Dowdle,RB,CAR,160.73713244,83.7651478847,237.709116994,128.207979266,32.529153174,-44.4428313813,109.501137728,19,74.1,7.02,76,33,9,943,2026-07-04,False
44,00-0040734,TreVeyon Henderson,RB,NE,160.102955545,77.5917530909,242.614157998,128.207979266,31.894976279,-50.6162261751,114.406178732,19,59.2,5.11,59,15,11,943,2026-07-04,False
45,00-0039918,Caleb Williams,QB,CHI,258.363165619,182.468765001,334.257566236,227.064343853,31.298821766,-44.595578852,107.193222383,19,105.3,9.09,109,64,10,943,2026-07-04,False
46,00-0038134,Kenneth Walker III,RB,SEA,159.007918374,81.4223217658,236.593514983,128.207979266,30.799939108,-46.7856575002,108.385535717,18,22.7,2.11,23,-23,5,943,2026-07-04,False
47,00-0037228,Jaylen Warren,RB,PIT,157.849974414,81.0225433035,234.677405525,128.207979266,29.641995148,-47.1854359625,106.469426259,18,64.3,6.04,67,20,9,943,2026-07-04,False
48,00-0040122,Ashton Jeanty,RB,LV,157.338368045,52.3370017686,262.339734322,128.207979266,29.130388779,-75.8709774974,134.131755056,17,12.5,1.12,12,-36,13,943,2026-07-04,False
49,00-0040126,Colston Loveland,TE,CHI,157.161090759,81.1850115839,233.137169935,128.111253946,29.049836813,-46.9262423621,105.025915989,17,46.5,4.1,48,-1,10,943,2026-07-04,False
50,00-0038994,Jordan Addison,WR,MIN,163.632666614,87.0504094261,240.214923801,134.583314587,29.049352027,-47.5329051609,105.631609214,17,92.9,8.09,95,45,6,943,2026-07-04,False
51,00-0036613,Jaylen Waddle,WR,MIA,162.575808072,86.7675708595,238.384045285,134.583314587,27.992493485,-47.8157437275,103.800730698,17,40.6,4.05,42,-9,10,943,2026-07-04,False
52,00-0037664,Alec Pierce,WR,IND,161.744373404,85.1015293983,238.387217409,134.583314587,27.161058817,-49.4817851887,103.803902822,16,60.8,6.01,61,9,13,943,2026-07-04,False
53,00-0039361,Bucky Irving,RB,TB,154.083206806,72.8006443199,235.365769293,128.207979266,25.87522754,-55.4073349461,107.157790027,16,43.3,4.07,45,-8,10,943,2026-07-04,False
54,00-0033106,Jared Goff,QB,DET,251.783700802,174.225684349,329.341717255,227.064343853,24.719356949,-52.838659504,102.277373402,15,99.1,9.03,103,49,6,943,2026-07-04,False
55,00-0038559,Michael Wilson,WR,ARI,157.593809644,81.8874817634,233.300137525,134.583314587,23.010495057,-52.6958328236,98.716822938,14,80.7,7.09,83,28,14,943,2026-07-04,False
56,00-0041438,Carnell Tate,WR,TEN,157.288471851,107.395604257,209.321127713,134.583314587,22.705157264,-27.18771033,74.737813126,14,61.7,6.02,64,8,9,943,2026-07-04,True
57,00-0033873,Patrick Mahomes,QB,KC,245.743582943,169.647103462,321.840062424,227.064343853,18.67923909,-57.417240391,94.775718571,11,75.5,7.04,79,22,5,943,2026-07-04,False
58,00-0039065,Sam LaPorta,TE,DET,146.660206509,68.3213595231,224.999053495,128.111253946,18.548952563,-59.7898944229,96.887799549,11,70.4,6.1,71,13,6,943,2026-07-04,False
59,00-0034827,DJ Moore,WR,CHI,152.876230083,75.943733539,229.808726627,134.583314587,18.292915496,-58.639581048,95.22541204,11,66.2,6.06,69,10,7,943,2026-07-04,False
60,00-0036389,Jalen Hurts,QB,PHI,243.864694507,165.848120956,321.881268057,227.064343853,16.800350654,-61.216222897,94.816924204,10,92.4,8.08,93,33,10,943,2026-07-04,False
61,00-0040128,Tyler Warren,TE,IND,144.66677183,65.4916557889,223.84188787,128.111253946,16.555517884,-62.6195981571,95.730633924,10,54.2,5.06,55,-6,13,943,2026-07-04,False
62,00-0033288,George Kittle,TE,SF,144.530958859,67.1614149611,221.900502757,128.111253946,16.419704913,-60.9498389849,93.789248811,10,105.3,9.09,110,48,8,943,2026-07-04,False
63,00-0035640,DK Metcalf,WR,PIT,150.792521728,74.4686611785,227.116382278,134.583314587,16.209207141,-60.1146534085,92.533067691,10,56.4,5.08,57,-6,9,943,2026-07-04,False
64,00-0038544,Quentin Johnston,WR,LAC,150.315945779,74.596742135,226.035149423,134.583314587,15.732631192,-59.986572452,91.451834836,10,99.2,9.03,104,40,7,943,2026-07-04,False
65,00-0031381,Davante Adams,WR,LA,149.918193953,71.1656155424,228.670772365,134.583314587,15.334879366,-63.4176990446,94.087457778,10,41.2,4.05,43,-22,11,943,2026-07-04,False
66,00-0040663,Harold Fannin Jr.,TE,CLE,142.427001764,65.2831169591,219.570886568,128.111253946,14.315747818,-62.8281369869,91.459632622,9,64,6.04,66,0,11,943,2026-07-04,False
67,00-0026498,Matthew Stafford,QB,LA,241.307264225,162.916385424,319.698143026,227.064343853,14.242920372,-64.147958429,92.633799173,9,101.6,9.06,106,39,11,943,2026-07-04,False
68,00-0040666,Omarion Hampton,RB,LAC,141.825447455,59.181169338,224.469725572,128.207979266,13.617468189,-69.026809928,96.261746306,9,16.3,2.04,18,-50,7,943,2026-07-04,False
69,00-0036971,Trevor Lawrence,QB,JAX,240.532937209,160.98848706,320.077387359,227.064343853,13.468593356,-66.075856793,93.013043506,9,82.2,7.1,84,15,7,943,2026-07-04,False
70,00-0036355,Justin Herbert,QB,LAC,240.459338463,164.724463041,316.194213885,227.064343853,13.39499461,-62.339880812,89.129870032,9,77.9,7.06,80,10,7,943,2026-07-04,False
71,00-0040129,Emeka Egbuka,WR,TB,147.942993251,69.4245891674,226.461397335,134.583314587,13.359678664,-65.1587254196,91.878082748,8,46.1,4.1,46,-25,10,943,2026-07-04,False
72,00-0036252,Michael Pittman,WR,IND,146.73148322,70.6170984989,222.845867941,134.583314587,12.148168633,-63.9662160881,88.262553354,8,71.5,6.11,72,0,9,943,2026-07-04,False
73,00-0040730,RJ Harvey,RB,DEN,139.616586529,59.655266808,219.57790625,128.207979266,11.408607263,-68.552712458,91.369926984,7,87.2,8.03,90,17,10,943,2026-07-04,False
74,00-0036264,Jordan Love,QB,GB,237.769125876,151.071150569,324.467101183,227.064343853,10.704782023,-75.993193284,97.40275733,7,124.2,11.04,122,48,11,943,2026-07-04,False
75,00-0039849,Marvin Harrison Jr.,WR,ARI,144.560474682,68.349909695,220.77103967,134.583314587,9.977160095,-66.233404892,86.187725083,7,64.7,6.05,68,-7,14,943,2026-07-04,False
76,00-0040784,Quinshon Judkins,RB,CLE,138.134007881,55.8047758395,220.463239923,128.207979266,9.926028615,-72.4032034265,92.255260657,7,50.7,5.03,53,-23,11,943,2026-07-04,False
77,00-0039165,Zach Charbonnet,RB,SEA,138.035662432,61.7330286922,214.338296172,128.207979266,9.827683166,-66.4749505738,86.130316906,7,156,13.12,145,68,11,943,2026-07-04,False
78,00-0031588,Stefon Diggs,WR,NE,142.928608288,65.2170112422,220.640205334,134.583314587,8.345293701,-69.3663033448,86.056890747,6,,,,,,,,False
79,00-0034855,Baker Mayfield,QB,TB,234.237715682,147.24558838,321.229842983,227.064343853,7.173371829,-79.818755473,94.16549913,5,126.2,11.06,125,46,10,943,2026-07-04,False
80,00-0039919,Rome Odunze,WR,CHI,140.123749794,62.7746220532,217.472877534,134.583314587,5.540435207,-71.8086925338,82.889562947,4,55.8,5.08,56,-24,10,943,2026-07-04,False
81,00-0038996,Tucker Kraft,TE,GB,133.490465603,56.443854841,210.537076366,128.111253946,5.379211657,-71.667399105,82.42582242,4,72.8,7.01,74,-7,11,943,2026-07-04,False
82,00-0038041,Jake Ferguson,TE,DAL,132.750330316,56.9475415355,208.553119097,128.111253946,4.63907637,-71.1637124105,80.441865151,4,112.9,10.05,114,32,14,943,2026-07-04,False
83,00-0030506,Travis Kelce,TE,KC,132.172818311,55.911134874,208.434501748,128.111253946,4.061564365,-72.200119072,80.323247802,3,95.5,8.12,98,15,5,943,2026-07-04,False
84,00-0033090,Hunter Henry,TE,NE,128.93200349,51.9455854908,205.918421489,128.111253946,0.820749544,-76.1656684552,77.807167543,1,,,,,,,,False
85,00-0035719,Deebo Samuel Sr.,WR,WAS,134.583314587,55.915185414,213.25144376,134.583314587,0,-78.668129173,78.668129173,1,,,,,,,,False
86,00-0036919,Kenneth Gainwell,RB,PIT,128.207979266,52.1157512379,204.300207295,128.207979266,0,-76.0922280281,76.092228029,1,,,,,,,,False
87,00-0034351,Dallas Goedert,TE,PHI,128.111253946,51.9896929564,204.232814935,128.111253946,0,-76.1215609896,76.121560989,1,127.5,11.08,126,39,10,943,2026-07-04,False
88,00-0034796,Lamar Jackson,QB,BAL,227.064343853,150.30916556,303.819522145,227.064343853,0,-76.755178293,76.755178292,1,51.8,5.04,54,-34,13,943,2026-07-04,False
89,00-0041029,Jordyn Tyson,WR,NOR,133.897997425,84.2863096225,184.414741924,134.583314587,-0.685317162,-50.2970049645,49.831427337,1,86.2,8.02,89,0,8,943,2026-07-04,True
90,00-0037816,Romeo Doubs,WR,GB,133.540512169,57.2383839169,209.84264042,134.583314587,-1.042802418,-77.3449306701,75.259325833,1,100.4,9.04,105,15,11,943,2026-07-04,False
91,00-0039894,Xavier Worthy,WR,KC,133.531210308,57.5318945701,209.530526046,134.583314587,-1.052104279,-77.0514200169,74.947211459,1,97.3,9.01,100,9,5,943,2026-07-04,False
92,00-0039067,Rashee Rice,WR,KC,132.955785447,50.3856622017,215.525908691,134.583314587,-1.62752914,-84.1976523853,80.942594104,1,26.9,3.03,27,-65,5,943,2026-07-04,False
93,00-0037261,Khalil Shakir,WR,BUF,132.51874401,56.2417037162,208.795784304,134.583314587,-2.064570577,-78.3416108708,74.212469717,1,104.5,9.08,107,14,7,943,2026-07-04,False
94,00-0034383,Dalton Schultz,TE,HOU,125.742350791,48.9336450504,202.551056531,128.111253946,-2.368903155,-79.1776088956,74.439802585,1,,,,,,,,False
95,00-0036040,Juwan Johnson,TE,NO,125.421896222,48.4982527991,202.345539645,128.111253946,-2.689357724,-79.6130011469,74.234285699,1,,,,,,,,False
96,00-0041512,Jadarian Price,RB,SEA,124.930840137,68.280687432,179.844697597,128.207979266,-3.277139129,-59.927291834,51.636718331,1,74.9,7.03,78,-18,11,943,2026-07-04,True
97,00-0038606,Parker Washington,WR,JAX,131.105534355,54.9801910695,207.23087764,134.583314587,-3.477780232,-79.6031235175,72.647563053,1,74.6,7.03,77,-20,7,943,2026-07-04,False
98,00-0034960,Jakobi Meyers,WR,JAX,130.551702545,51.7457278335,209.357677257,134.583314587,-4.031612042,-82.8375867535,74.77436267,1,97.1,9.01,99,1,7,943,2026-07-04,False
99,00-0039793,AJ Barner,TE,SEA,123.705640059,47.7294293086,199.68185081,128.111253946,-4.405613887,-80.3818246374,71.570596864,1,,,,,,,,False
100,00-0035685,David Montgomery,RB,DET,123.752842809,47.7634526081,199.74223301,128.207979266,-4.455136457,-80.4445266579,71.534253744,1,57.2,5.09,58,-42,8,943,2026-07-04,False
101,00-0037256,Rachaad White,RB,TB,122.285232705,45.1906158784,199.379849532,128.207979266,-5.922746561,-83.0173633876,71.171870266,1,99,9.03,102,1,7,943,2026-07-04,False
102,00-0039337,Malik Nabers,WR,NYG,128.099755415,34.9946949098,221.20481592,134.583314587,-6.483559172,-99.5886196772,86.621501333,1,43,4.07,44,-58,8,943,2026-07-04,False
103,00-0038563,Tre Tucker,WR,LV,127.137145055,51.0148718779,203.259418231,134.583314587,-7.446169532,-83.5684427091,68.676103644,1,137.3,12.05,134,31,13,943,2026-07-04,False
104,00-0038933,Dalton Kincaid,TE,BUF,120.030524414,42.7988529004,197.262195928,128.111253946,-8.080729532,-85.3124010456,69.150941982,1,127.8,11.08,127,23,7,943,2026-07-04,False
105,00-0033077,Dak Prescott,QB,DAL,217.892752545,140.895910131,294.889594959,227.064343853,-9.171591308,-86.168433722,67.825251106,1,59.8,5.12,60,-45,14,943,2026-07-04,False
106,00-0040735,Luther Burden III,WR,CHI,125.382456585,49.6568591553,201.108054015,134.583314587,-9.200858002,-84.9264554317,66.524739428,1,46.8,4.11,49,-57,10,943,2026-07-04,False
107,00-0039384,Tyrone Tracy Jr.,RB,NYG,118.860334707,42.3753968441,195.345272569,128.207979266,-9.347644559,-85.8325824219,67.137293303,1,153.6,13.1,143,36,8,943,2026-07-04,False
108,00-0035261,Tony Pollard,RB,TEN,118.729867934,42.6732969723,194.786438895,128.207979266,-9.478111332,-85.5346822937,66.578459629,1,72.8,7.01,75,-33,9,943,2026-07-04,False
109,00-0030279,Keenan Allen,WR,LAC,125.005785197,48.5309502714,201.480620122,134.583314587,-9.57752939,-86.0523643156,66.897305535,1,,,,,,,,False
110,00-0040715,Cam Skattebo,RB,NYG,116.67820478,37.4974660802,195.858943479,128.207979266,-11.529774486,-90.7105131858,67.650964213,1,38.6,4.03,41,-69,8,943,2026-07-04,False
111,00-0038997,Josh Downs,WR,IND,122.747234026,46.729883899,198.764584152,134.583314587,-11.836080561,-87.853430688,64.181269565,1,85.3,8.01,87,-24,13,943,2026-07-04,False
112,00-0034869,Sam Darnold,QB,SEA,214.579127875,137.29668732,291.86156843,227.064343853,-12.485215978,-89.767656533,64.797224577,1,146.4,13.02,140,28,11,943,2026-07-04,False
113,00-0039868,Troy Franklin,WR,DEN,122.069041353,45.9009380791,198.237144627,134.583314587,-12.514273234,-88.6823765079,63.65383004,1,,,,,,,,False
114,00-0036158,J.K. Dobbins,RB,DEN,115.438702798,38.1140637377,192.763341858,128.207979266,-12.769276468,-90.0939155283,64.555362592,1,94,8.1,97,-17,10,943,2026-07-04,False
115,00-0039163,C.J. Stroud,QB,HOU,214.214441231,136.389562726,292.039319736,227.064343853,-12.849902622,-90.674781127,64.974975883,1,,,,,,,,False
116,00-0037740,Garrett Wilson,WR,NYJ,119.154577962,39.697026823,198.612129101,134.583314587,-15.428736625,-94.886287764,64.028814514,1,26.9,3.03,26,-90,13,943,2026-07-04,False
117,00-0040236,Kyle Monangai,RB,CHI,112.436098392,33.2106326654,191.661564119,128.207979266,-15.771880874,-94.9973466006,63.453584853,1,106.5,9.11,111,-6,10,943,2026-07-04,False
118,00-0040189,Oronde Gadsden II,TE,LAC,111.276281203,35.2175210549,187.335041351,128.111253946,-16.834972743,-92.8937328911,59.223787405,1,,,,,,,,False
119,00-0040583,Woody Marks,RB,HOU,111.304954464,32.5867836085,190.023125319,128.207979266,-16.903024802,-95.6211956575,61.815146053,1,139.1,12.07,136,17,8,943,2026-07-04,False
120,00-0035659,Terry McLaurin,WR,WAS,116.04908749,39.263542998,192.834631982,134.583314587,-18.534227097,-95.319771589,58.251317395,1,36.4,3.12,38,-82,7,943,2026-07-04,False
121,00-0036875,Rhamondre Stevenson,RB,NE,109.171603966,31.9708808752,186.372327058,128.207979266,-19.0363753,-96.2370983908,58.164347792,1,72.2,6.12,73,-48,11,943,2026-07-04,False
122,00-0038935,Brenton Strange,TE,JAX,107.593896259,30.3439395623,184.843852956,128.111253946,-20.517357687,-97.7673143837,56.73259901,1,,,,,,,,False
123,00-0036894,Pat Freiermuth,TE,PIT,105.340133985,28.7456916124,181.934576358,128.111253946,-22.771119961,-99.3655623336,53.823322412,1,,,,,,,,False
124,00-0040130,Jayden Higgins,WR,HOU,110.8168342,34.3020062733,187.331662126,134.583314587,-23.766480387,-100.281308314,52.748347539,1,117,10.09,118,-6,8,943,2026-07-04,False
125,00-0038608,Kayshon Boutte,WR,NE,109.955715131,34.2040187694,185.707411492,134.583314587,-24.627599456,-100.379295818,51.124096905,1,,,,,,,,False
126,00-0036555,Chuba Hubbard,RB,CAR,103.076277123,24.2695057472,181.8830485,128.207979266,-25.131702143,-103.938473519,53.675069234,1,79.1,7.07,82,-44,5,943,2026-07-04,False
127,00-0038124,Christian Watson,WR,GB,109.303663499,32.8602959703,185.747031028,134.583314587,-25.279651088,-101.723018617,51.163716441,1,61.3,6.01,62,-65,11,943,2026-07-04,False
128,00-0041547,KC Concepcion,WR,CLE,108.895322871,58.0089708467,160.080123304,134.583314587,-25.687991716,-76.5743437403,25.496808717,1,118.4,10.1,120,-8,11,943,2026-07-04,True
129,00-0036407,Jerry Jeudy,WR,CLE,108.134832638,32.2556637816,184.014001495,134.583314587,-26.448481949,-102.327650805,49.430686908,1,,,,,,,,False
130,00-0040736,Mason Taylor,TE,NYJ,101.620556892,25.1302269982,178.110886786,128.111253946,-26.490697054,-102.981026948,49.99963284,1,,,,,,,,False
131,00-0039901,Keon Coleman,WR,BUF,107.123432637,30.7221868379,183.524678436,134.583314587,-27.45988195,-103.861127749,48.941363849,1,,,,,,,,False
132,00-0036259,Jauan Jennings,WR,SF,106.858092999,27.7999740121,185.916211987,134.583314587,-27.725221588,-106.783340575,51.3328974,1,129.2,11.09,128,-4,6,943,2026-07-04,False
133,00-0038129,Cade Otton,TE,TB,100.097577819,24.0855896232,176.109566014,128.111253946,-28.013676127,-104.025664323,47.998312068,1,,,,,,,,False
134,00-0040867,Makai Lemon,WR,PHI,106.296913857,55.0561033212,156.887859447,134.583314587,-28.28640073,-79.5272112658,22.30454486,1,107.5,9.11,112,-22,10,943,2026-07-04,True
135,00-0034753,Mark Andrews,TE,BAL,98.5158488748,22.4534944262,174.578203323,128.111253946,-29.5954050712,-105.65775952,46.466949377,1,125.4,11.05,123,-12,13,943,2026-07-04,False
136,00-0039847,Theo Johnson,TE,NYG,97.717538111,21.7127893301,173.722286892,128.111253946,-30.393715835,-106.398464616,45.611032946,1,,,,,,,,False
137,00-0039032,Tyjae Spears,RB,TEN,97.6064463546,21.6599477926,173.552944917,128.207979266,-30.6015329114,-106.548031473,45.344965651,1,,,,,,,,False
138,00-0040691,Jaxson Dart,QB,NYG,196.168429252,104.024773908,288.312084597,227.064343853,-30.895914601,-123.039569945,61.247740744,1,112.9,10.05,116,-22,8,943,2026-07-04,False
139,00-0040242,Jacory Croskey-Merritt,RB,WAS,96.1765398277,17.7137652096,174.639314446,128.207979266,-32.0314394383,-110.494214056,46.43133518,1,117.2,10.09,119,-20,7,943,2026-07-04,False
140,00-0037809,Chig Okonkwo,TE,TEN,95.9515511968,17.9772984791,173.925803915,128.111253946,-32.1597027492,-110.133955467,45.814549969,1,166,14.1,149,9,7,943,2026-07-04,False
141,00-0037525,Jordan Mason,RB,MIN,95.8895829269,18.0772660686,173.701899785,128.207979266,-32.3183963391,-110.130713197,45.493920519,1,125.4,11.05,124,-17,6,943,2026-07-04,False
142,00-0041032,Kenyon Sadiq,TE,NYJ,95.5822943892,62.4275904175,129.073943668,128.111253946,-32.5289595568,-65.6836635285,0.962689722,1,,,,,,,,True
143,00-0037834,Brock Purdy,QB,SF,194.27021907,117.772668145,270.767769994,227.064343853,-32.794124783,-109.291675708,43.703426141,1,93.3,8.09,96,-47,8,943,2026-07-04,False
144,00-0035229,T.J. Hockenson,TE,MIN,95.2174507226,17.1755484112,173.259353034,128.111253946,-32.8938032234,-110.935705535,45.148099088,1,151.5,13.07,141,-3,6,943,2026-07-04,False
145,00-0041037,Denzel Boston,WR,CLE,100.531696844,49.7674861112,150.983996298,134.583314587,-34.051617743,-84.8158284758,16.400681711,1,,,,,,,,True
146,00-0039738,Blake Corum,RB,LA,94.0330347184,17.6036398049,170.462429632,128.207979266,-34.1749445476,-110.604339461,42.254450366,1,120,10.12,121,-25,11,943,2026-07-04,False
147,00-0033923,Kareem Hunt,RB,KC,92.7468444261,16.5519823068,168.941706545,128.207979266,-35.4611348399,-111.655996959,40.733727279,1,,,,,,,,False
148,00-0035662,Marquise Brown,WR,KC,98.8234358459,22.6408559933,175.006015698,134.583314587,-35.7598787411,-111.942458594,40.422701111,1,,,,,,,,False
149,00-0037545,Rashid Shaheed,WR,NO,98.6251496725,21.711952053,175.538347292,134.583314587,-35.9581649145,-112.871362534,40.955032705,1,132.1,11.12,130,-19,11,943,2026-07-04,False
